From	Entry	Protein names	Gene Names	Length	EC number	Interacts with	Pathway	Gene Ontology IDs	Subcellular location [CC]	PubMed ID	Protein families	Domain [FT]	Topological domain
b1817	P69797	PTS system mannose-specific EIIAB component (EC 2.7.1.191) (EIIAB-Man) (EIII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component); Mannose-specific phosphotransferase enzyme IIB component (PTS system mannose-specific EIIB component)]	manX gptB ptsL b1817 JW1806	323	2.7.1.191	P0ACN7		GO:0005737; GO:0005829; GO:0005886; GO:0009401; GO:0015761; GO:0016020; GO:0016301; GO:0016310; GO:0022870; GO:0042803; GO:0098708; GO:1902495	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:2951378, ECO:0000269|PubMed:2999119}. Cell inner membrane {ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:2999119}; Peripheral membrane protein {ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:2999119}.	2951378; 9097040; 9278503; 16738553; 9298646; 4604906; 353494; 2999119; 2681202; 8262947; 11361067; 16079137; 18723842; 32710850; 8676384; 8131846; 9074635; 15788390; 18270202		DOMAIN 2..124; /note="PTS EIIA type-4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00419, ECO:0000305|PubMed:18270202, ECO:0000305|PubMed:8676384"; DOMAIN 157..320; /note="PTS EIIB type-4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00424, ECO:0000305|PubMed:18270202"	
b2415	P0AA04	Phosphocarrier protein HPr (Histidine-containing protein)	ptsH hpr b2415 JW2408	85		P11989; P08839		GO:0004857; GO:0005829; GO:0008047; GO:0009401; GO:0016775; GO:0030234; GO:0043609; GO:0045152; GO:0045819	SUBCELLULAR LOCATION: Cytoplasm.	2457575; 2411636; 2960675; 3290198; 9205837; 9278503; 16738553; 9868784; 9298646; 2261470; 9298644; 8226757; 8784179; 3542036; 1751501; 1483471; 8158637; 7853396; 8868480; 10048929	HPr family	DOMAIN 1..85; /note="HPr"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00681"	
b0112	P15993	Aromatic amino acid transport protein AroP (Aromatic amino acid:H(+) symporter AroP) (General aromatic amino acid permease) (General aromatic transport system)	aroP b0112 JW0108	457				GO:0005302; GO:0005886; GO:0015192; GO:0015196; GO:0015823; GO:0015827; GO:0015828	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:3015892, ECO:0000269|PubMed:9150230}; Multi-pass membrane protein {ECO:0000269|PubMed:9150230}.	2408019; 9150230; 8202364; 9278503; 16738553; 4919744; 3015892; 9209034; 9765583; 10735864; 14614536; 15919996	Amino acid-polyamine-organocation (APC) superfamily, Amino acid transporter (AAT) (TC 2.A.3.1) family		TOPO_DOM 1..18; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 40..42; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 64..98; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 120..124; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 146..147; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 169..192; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 214..239; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 261..279; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 301..330; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 352..359; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 381..402; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 424..426; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:9150230"; TOPO_DOM 448..457; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:9150230"
b0113	P0ACL9	Pyruvate dehydrogenase complex repressor	pdhR aceC genA yacB b0113 JW0109	254				GO:0003677; GO:0003700; GO:0045892; GO:0045893		6343085; 9278503; 16738553; 8262214		DOMAIN 9..77; /note="HTH gntR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00307"	
b3919	P0A858	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi b3919 JW3890	255	5.3.1.1	P29745; P09373; P0A858	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00147}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate from glycerone phosphate: step 1/1. {ECO:0000255|HAMAP-Rule:MF_00147}.	GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0016020; GO:0019563; GO:0042802; GO:0046166	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00147, ECO:0000305}.	6092857; 8346018; 9278503; 16738553; 9298646; 17895580; 9600841; 7493933; 9442062; 16223443; 24745552; 8309937; 15299515; 7809033	Triosephosphate isomerase family		
b1779	P0A9B2	Glyceraldehyde-3-phosphate dehydrogenase A (GAPDH-A) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA b1779 JW1768	331	1.2.1.12	P0A9H9; P0A9B2	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. {ECO:0000305}.	GO:0004365; GO:0005829; GO:0006006; GO:0006096; GO:0016020; GO:0042802; GO:0050661; GO:0051287	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	2990926; 9097039; 9278503; 16738553; 9298646; 1862091; 7896119; 2124629; 2659073; 9298644; 18723842; 21908771; 21151122; 8636984; 10978154; 19542219	Glyceraldehyde-3-phosphate dehydrogenase family		
b1676	P0AD61	Pyruvate kinase I (EC 2.7.1.40) (PK-1)	pykF b1676 JW1666	470	2.7.1.40	P0AD61	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 5/5.	GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0005829; GO:0006096; GO:0009408; GO:0016020; GO:0016301; GO:0016310; GO:0030955; GO:0042802; GO:1902912		2674937; 9023191; 9097039; 9278503; 16738553; 1859631; 9298646; 2653362; 7011316; 9298644; 18723842; 8591049; 10751408; 27050130	Pyruvate kinase family		
b1851	P0ADF6	Phosphogluconate dehydratase (EC 4.2.1.12) (6-phosphogluconate dehydratase) (Entner-Doudoroff dehydrase)	edd b1851 JW1840	603	4.2.1.12		PATHWAY: Carbohydrate metabolism; Entner-Doudoroff pathway. {ECO:0000255|HAMAP-Rule:MF_02094, ECO:0000269|PubMed:5337844}.	GO:0004456; GO:0005829; GO:0009255; GO:0046177; GO:0046872; GO:0051539		1624451; 8344525; 9097040; 9278503; 16738553; 5337844; 1846355; 17102132	IlvD/Edd family		
b3599	P00550	PTS system mannitol-specific EIICBA component (EIICBA-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.197) (PTS system mannitol-specific EIIB component); Mannitol-specific phosphotransferase enzyme IIA component (PTS system mannitol-specific EIIA component)]	mtlA b3599 JW3573	637	2.7.1.197			GO:0005886; GO:0009401; GO:0015797; GO:0016301; GO:0016310; GO:0022872; GO:0090563; GO:0090565	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|PROSITE-ProRule:PRU00427, ECO:0000269|PubMed:15919996, ECO:0000305|PubMed:6309813}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00427, ECO:0000269|PubMed:15919996, ECO:0000305|PubMed:368051}.	6309813; 8041620; 9278503; 16738553; 3135464; 368051; 6427236; 3322385; 3142516; 2407724; 2123863; 1946374; 8300537; 15919996; 9551558; 12202490; 15258141; 16443929		DOMAIN 12..341; /note="PTS EIIC type-2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00427"; DOMAIN 378..473; /note="PTS EIIB type-2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00422"; DOMAIN 494..636; /note="PTS EIIA type-2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00417"	TOPO_DOM 1..23; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 46..49; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 71..133; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 156..164; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 186..272; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 293..312; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:1946374"; TOPO_DOM 335..637; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:1946374"
b2779	P0A6P9	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	432	4.2.1.11	P0A6P9; P21513; P0AG07	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000255|HAMAP-Rule:MF_00318}.	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0005829; GO:0005856; GO:0006096; GO:0006396; GO:0006401; GO:0009986; GO:0016020; GO:0042802; GO:0042803; GO:1990061	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Secreted. Cell surface. Note=Fractions of enolase are present in both the cytoplasm and on the cell surface. As part of the bacterial cytoskeleton in the cytoplasm, is organized as extended coiled structures that wind around the cell, from one cell pole to the other. When covalently bound to the substrate at Lys-342, the inactive enolase is secreted, and remains attached to the cell surface.	9278503; 16738553; 3514618; 8610017; 9298646; 9600841; 4942326; 2513001; 9298644; 9732274; 15003462; 14981237; 15522087; 17242352; 18337249; 18723842; 31328167; 11676541; 16516921; 20823555	Enolase family		
b3403	P22259	Phosphoenolpyruvate carboxykinase (ATP) (PCK) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49)	pckA pck b3403 JW3366	540	4.1.1.49		PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000255|HAMAP-Rule:MF_00453}.	GO:0000287; GO:0004612; GO:0005509; GO:0005524; GO:0005829; GO:0006094	SUBCELLULAR LOCATION: Cytoplasm.	1701430; 9278503; 16738553; 6292200; 8577250; 7883719; 9298646; 6986370; 6434512; 8226637; 8393005; 9298644; 18723842; 8609605; 8599762; 9406547; 11724534; 12837799; 17475535	Phosphoenolpyruvate carboxykinase (ATP) family		
b4233	P37773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)	mpl yjfG b4233 JW4192	457	6.3.2.45	P37773	PATHWAY: Cell wall biogenesis; peptidoglycan recycling. {ECO:0000255|HAMAP-Rule:MF_02020, ECO:0000269|PubMed:8808921}.	GO:0005524; GO:0005576; GO:0005737; GO:0007049; GO:0008360; GO:0009252; GO:0009254; GO:0042802; GO:0051301; GO:0071555; GO:0097216; GO:0106418	SUBCELLULAR LOCATION: Secreted.	7610040; 9278503; 16738553; 2843822; 7984428; 8808921; 17384195	MurCDEF family, Mpl subfamily		
b1241	P0A9Q7	Bifunctional aldehyde-alcohol dehydrogenase AdhE (Alcohol dehydrogenase E) [Includes: Acetaldehyde dehydrogenase [acetylating] (ACDH) (EC 1.2.1.10); Alcohol dehydrogenase (ADH) (EC 1.1.1.1)]	adhE ana b1241 JW1228	891	1.1.1.1; 1.2.1.10	P0A9Q7; P0A7V0		GO:0004022; GO:0004025; GO:0005829; GO:0006115; GO:0006979; GO:0008198; GO:0008774; GO:0015976; GO:0016020; GO:0019664; GO:0042802; GO:0051260		2695398; 2015910; 8905232; 9278503; 16738553; 7773397; 7521508; 1325457; 6752127; 9298644; 10601216; 10612730; 10922373; 11917132; 12783863; 17280641; 18723842; 19238259; 31586059; 32188856; 32523125	Aldehyde dehydrogenase family; Iron-containing alcohol dehydrogenase family		
b2712	P30131	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	hypF hydA b2712 JW5433	750	6.2.-.-	P24193	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000305}.	GO:0003725; GO:0008270; GO:0016743; GO:0016874; GO:0051604; GO:0065003; GO:1904949		9278503; 16738553; 8661925; 12377778; 12586941; 15291820; 18065529; 12206761	Carbamoyltransferase HypF family	DOMAIN 8..92; /note="Acylphosphatase-like"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00520"; DOMAIN 200..376; /note="YrdC-like"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00518"	
b2097	P0A991	Fructose-bisphosphate aldolase class 1 (EC 4.1.2.13) (Fructose-bisphosphate aldolase class I) (FBP aldolase)	fbaB dhnA b2097 JW5344	350	4.1.2.13	P0A991		GO:0004332; GO:0005829; GO:0006096; GO:0016020; GO:0042802	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	9278503; 16738553; 9531482; 18723842	DeoC/FbaB aldolase family, FbaB subfamily		
b3956	P00864	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	ppc glu b3956 JW3928	883	4.1.1.31			GO:0000287; GO:0005829; GO:0006094; GO:0006099; GO:0006107; GO:0008964; GO:0015977; GO:0042802; GO:0051289		6086598; 8265357; 9278503; 16738553; 1551850; 3889833; 2016273; 1765093; 7490260; 2677392; 9298644; 9927652	PEPCase type 1 family		
b3357	P0ACJ8	DNA-binding transcriptional dual regulator CRP (Catabolite activator protein) (CAP) (Catabolite gene activator) (cAMP receptor protein) (CRP) (cAMP regulatory protein) (cAMP-activated global transcriptional regulator CRP)	crp cap csm b3357 JW5702	210		P0ACJ8; P0AFG0; P23862; P0A7K2; P0A8E5		GO:0003680; GO:0003700; GO:0005829; GO:0006351; GO:0008301; GO:0030552; GO:0032993; GO:0042802; GO:0043565; GO:0045013; GO:0045892; GO:0045893		6280140; 6280141; 9278503; 16738553; 17895580; 164435; 6297782; 2982847; 3333845; 2454912; 2845936; 2839152; 1646077; 1328816; 8380500; 8392187; 7966284; 8978616; 9298644; 10860739; 10860740; 15096034; 15520470; 16301522; 16260780; 19019153; 18723842; 21292161; 35239441; 8394684; 10550204; 19439203; 22573269; 6286624; 2828639; 1653449; 8757802; 9096308; 11124031; 12202833; 19359484; 19805344; 19903881; 23644478		DOMAIN 138..210; /note="HTH crp-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00387"	
b0331	P77541	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB yahQ b0331 JW0323	296	4.1.3.30		PATHWAY: Organic acid metabolism; propanoate degradation. {ECO:0000255|HAMAP-Rule:MF_01939, ECO:0000305|PubMed:9325432}.	GO:0000287; GO:0019629; GO:0046421		9278503; 16738553; 9325432; 11422389; 12706720; 15723538	Isocitrate lyase/PEP mutase superfamily, Methylisocitrate lyase family		
b4354	P39396	Pyruvate/proton symporter BtsT (Brenztraubensaure transporter) (Pyruvate/H(+) symporter)	btsT yjiY b4354 JW5791	716				GO:0005477; GO:0005886; GO:0006849; GO:0006974; GO:0009267; GO:0015293; GO:0031669	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:22685278, ECO:0000269|PubMed:29061664}; Multi-pass membrane protein {ECO:0000305|PubMed:29061664}.	7610040; 9278503; 16738553; 15919996; 19429622; 22685278; 24659770; 29061664	Peptide transporter carbon starvation (CstA) (TC 2.A.114) family		TOPO_DOM 1..5; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:29061664"; TOPO_DOM 27..30; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 52..88; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 110..119; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 141..163; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 185..191; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 213..222; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 244..257; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 279..282; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 304..326; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 348..374; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 396..484; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 506..531; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 553..568; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 590..596; /note="Cytoplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 618..668; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:15919996"; TOPO_DOM 690..716; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996"
b4111	P0C0L7	Proline/betaine transporter (Proline porter II) (PPII)	proP b4111 JW4072	500				GO:0005297; GO:0005886; GO:0006865; GO:0007231; GO:0031460; GO:0042803; GO:0071474; GO:0071475; GO:1905647	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:10026245, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.	8421314; 7610040; 9278503; 16738553; 3082857; 10026245; 15919996; 14643666	Major facilitator superfamily, Metabolite:H+ Symporter (MHS) family (TC 2.A.1.6) family		TOPO_DOM 1..37; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 59..65; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 87..97; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 119..121; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 143..169; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 191..194; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 216..260; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 282..297; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 319..325; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 347..350; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 372..390; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 412..416; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 438..500; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996"
b2964	P0AFF4	Nucleoside permease NupG (Nucleoside-transport system protein NupG)	nupG b2964 JW2932	418				GO:0005886; GO:0015212; GO:0015213; GO:0015214; GO:0015506; GO:0015860; GO:0015862; GO:0015864; GO:0032238; GO:0071702; GO:1901642	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_02049, ECO:0000269|PubMed:15513740, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:3311747, ECO:0000269|PubMed:33640454}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_02049, ECO:0000269|PubMed:33640454}.	3311747; 9278503; 16738553; 15513740; 374403; 11466294; 15678184; 15919996; 33640454	Major facilitator superfamily, Nucleoside:H(+) symporter (NHS) (TC 2.A.1.10) family		TOPO_DOM 1..4; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 30..36; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 59..67; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 89..91; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 114..135; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 157..158; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 179..209; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 237..247; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 269..280; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 301..305; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 327..346; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 370..379; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"; TOPO_DOM 404..418; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:33640454, ECO:0007744|PDB:7DL9"
b1112	P0AB40	Multiple stress resistance protein BhsA (Copper-induced outer membrane component)	bhsA comC ycfR b1112 JW1098	85				GO:0009279; GO:0044010; GO:0046688	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:22089859}.	8905232; 9278503; 16738553; 17293424; 22089859	BhsA/McbA family		
b3242	P46478	Protein AaeX	aaeX yhcR b3242 JW5541	67				GO:0005886	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01546}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01546}.	9278503; 16738553; 15489430	AaeX family		
b3243	P67662	HTH-type transcriptional activator AaeR	aaeR yhcS b3243 JW3212	309				GO:0000976; GO:0003700; GO:0006351; GO:0006352; GO:0006355; GO:0045893		9278503; 16738553; 15489430	LysR transcriptional regulatory family	DOMAIN 1..59; /note="HTH lysR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00253"	
b4663	C1P605	Uncharacterized protein AzuC	azuC b4663 JW1891.1	28				GO:0005886; GO:0008047	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:19121005, ECO:0000305|PubMed:21778229}; Peripheral membrane protein {ECO:0000305|PubMed:19121005, ECO:0000305|PubMed:21778229}.	9278503; 16738553; 19121005; 19734316; 21778229			
b1594	P50456	Protein mlc (Making large colonies protein)	mlc b1594 JW1586	406		P50456; P76346; P69786		GO:0003677; GO:0005737; GO:0005975; GO:0006351; GO:0006355; GO:0016020; GO:0042802; GO:0046872		7766024; 9097039; 9278503; 16738553; 10464268; 11361067; 15929984	ROK (NagC/XylR) family		
b0820	P0A9U3	Probable ATP-binding protein YbiT	ybiT b0820 JW0804	530		P0AAH8		GO:0005524; GO:0016887		8905232; 9278503; 16738553; 30597160	ABC transporter superfamily, ABCF family, YbiT subfamily	DOMAIN 2..252; /note="ABC transporter 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"; DOMAIN 320..526; /note="ABC transporter 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"	
b2943	P0AEP1	Galactose-proton symporter (Galactose transporter)	galP b2943 JW2910	464				GO:0005886; GO:0015293; GO:0015517; GO:0015757; GO:0016020; GO:0055085	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.	9278503; 16738553; 15919996	Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family		TOPO_DOM 1..15; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 37..56; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 78..84; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 106..112; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 134..139; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 161..171; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 193..250; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 272..290; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 312..321; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 343..351; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 373..394; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 416; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 438..464; /note="Cytoplasmic"; /evidence="ECO:0000255"
